EmployeeId,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
818,42.0,Travel_Rarely,461.99999999999994,Sales,14.0,College,Medical,1.0,High,Female,68.0,Good,2.0,Sales Executive,High,Single,6244.0,7824.000000000002,7.0,Y,No,17.0,Excellent,Low,80.0,0.0,10.0,6.0,Excellent,5.0,4.0,0.0,3.0,No
819,29.0,Travel_Rarely,992.0,Research & Development,1.0,Bachelor,Technical Degree,1.0,High,Male,85.0,High,1.0,Research Scientist,High,Single,2058.0,19757.0,0.0,Y,No,14.0,Excellent,Very High,80.0,0.0,7.0,1.0,Good,6.0,2.0,1.0,5.0,Yes
820,29.0,Travel_Rarely,942.0000000000001,Research & Development,15.0,Below College,Life Sciences,1.0,Good,Female,69.0,Low,1.0,Research Scientist,Very High,Married,2167.9999999999995,26933.0,0.0,Y,Yes,18.0,Excellent,Low,80.0,1.0,6.0,2.0,Good,5.0,4.0,1.0,3.0,No
821,47.0,Travel_Rarely,703.0,Sales,14.0,Master,Marketing,1.0,Very High,Male,42.0,High,2.0,Sales Executive,Low,Single,4960.0,11825.0,2.0,Y,No,12.0,Excellent,Very High,80.0,0.0,20.0,2.0,Excellent,7.0,7.0,1.0,7.0,No
822,32.0,Travel_Frequently,116.0,Research & Development,13.0,Bachelor,Other,1.0,High,Female,77.0,Good,1.0,Laboratory Technician,Good,Married,2743.0,7331.000000000001,1.0,Y,No,20.0,Outstanding,High,80.0,1.0,2.0,2.0,Excellent,2.0,2.0,2.0,2.0,No
823,24.0,Travel_Rarely,1448.0,Sales,1.0,Below College,Technical Degree,1.0,Low,Female,62.0,High,1.0,Sales Representative,Good,Single,3202.0,21971.999999999993,1.0,Y,Yes,16.0,Excellent,Good,80.0,0.0,6.0,4.0,Excellent,5.0,3.0,1.0,4.0,Yes
824,34.0,Travel_Rarely,403.9999999999999,Research & Development,2.0,Master,Technical Degree,1.0,High,Female,98.0,High,2.0,Healthcare Representative,Very High,Single,6687.0,6163.000000000001,1.0,Y,No,11.0,Excellent,Very High,80.0,0.0,14.0,2.0,Outstanding,14.0,11.0,4.0,11.0,No
825,37.0,Travel_Rarely,799.0,Research & Development,1.0,Bachelor,Technical Degree,1.0,Good,Female,59.0,High,3.0,Manufacturing Director,Very High,Single,7491.0,23848.0,4.0,Y,No,17.0,Excellent,Very High,80.0,0.0,12.0,3.0,Outstanding,6.0,5.0,1.0,2.0,No
826,32.0,Non-Travel,976.0,Sales,26.0,Master,Marketing,1.0,High,Male,100.0,High,2.0,Sales Executive,Very High,Married,4465.0,12069.0,0.0,Y,No,18.0,Excellent,Low,80.0,0.0,4.0,2.0,Excellent,3.0,2.0,2.0,2.0,No
827,27.0,Travel_Rarely,1129.9999999999998,Sales,8.0,Master,Marketing,1.0,Good,Female,56.0,High,2.0,Sales Executive,Good,Married,6214.0,3415.0,1.0,Y,No,18.0,Excellent,Low,80.0,1.0,8.0,3.0,Excellent,8.0,7.0,0.0,7.0,No
828,42.0,Travel_Rarely,269.0000000000001,Research & Development,2.0,Bachelor,Medical,1.0,Very High,Female,56.0,Good,1.0,Laboratory Technician,Low,Divorced,2592.9999999999995,8007.000000000001,0.0,Y,Yes,11.0,Excellent,High,80.0,1.0,10.0,4.0,Excellent,9.0,6.0,7.0,8.0,No
829,38.0,Travel_Rarely,243.0000000000001,Sales,7.0,Master,Marketing,1.0,Very High,Female,46.0,Good,2.0,Sales Executive,Very High,Single,4028.0,7790.999999999999,0.0,Y,No,20.0,Outstanding,Low,80.0,0.0,8.0,2.0,Excellent,7.0,7.0,0.0,5.0,No
830,49.0,Travel_Rarely,1091.0,Research & Development,1.0,College,Technical Degree,1.0,High,Female,90.0,Good,4.0,Healthcare Representative,High,Single,13964.0,17810.0,7.0,Y,Yes,12.0,Excellent,Very High,80.0,0.0,25.0,2.0,Excellent,7.0,1.0,0.0,7.0,No
831,34.0,Travel_Rarely,216.0,Sales,1.0,Master,Marketing,1.0,Good,Male,75.0,Very High,2.0,Sales Executive,Very High,Divorced,9725.0,12278.0,0.0,Y,No,11.0,Excellent,Very High,80.0,1.0,16.0,2.0,Good,15.0,1.0,0.0,9.0,No
832,40.0,Travel_Frequently,579.9999999999999,Sales,5.0,Master,Life Sciences,1.0,Very High,Male,48.0,Good,3.0,Sales Executive,Low,Married,10475.0,23772.0,5.0,Y,Yes,21.0,Outstanding,High,80.0,1.0,20.0,2.0,Excellent,18.0,13.0,1.0,12.0,No
833,38.0,Travel_Frequently,1490.0,Research & Development,2.0,College,Life Sciences,1.0,Very High,Male,42.0,High,1.0,Laboratory Technician,Very High,Married,1701.9999999999995,12106.0,1.0,Y,Yes,23.0,Outstanding,High,80.0,1.0,1.0,3.0,Excellent,1.0,0.0,0.0,0.0,No
834,27.0,Non-Travel,443.0,Research & Development,3.0,Bachelor,Medical,1.0,Very High,Male,50.0,High,1.0,Research Scientist,Very High,Married,1705.9999999999995,16571.0,1.0,Y,No,11.0,Excellent,High,80.0,3.0,0.0,6.0,Good,0.0,0.0,0.0,0.0,No
835,38.0,Non-Travel,1327.0,Sales,2.0,College,Life Sciences,1.0,Very High,Male,39.0,Good,2.0,Sales Executive,Very High,Married,5249.0,19682.0,3.0,Y,No,18.0,Excellent,Very High,80.0,1.0,13.0,0.0,Excellent,8.0,7.0,7.0,5.0,No
836,47.0,Travel_Rarely,1482.0,Research & Development,5.0,Doctor,Life Sciences,1.0,Very High,Male,42.0,High,5.0,Research Director,High,Married,18300.000000000004,16375.0,4.0,Y,No,11.0,Excellent,Good,80.0,1.0,21.0,2.0,Excellent,3.0,2.0,1.0,1.0,No
837,38.0,Travel_Rarely,1084.0,Research & Development,29.0,Bachelor,Technical Degree,1.0,Very High,Male,54.0,High,2.0,Manufacturing Director,Very High,Married,6261.0,4185.0,3.0,Y,No,18.0,Excellent,Low,80.0,1.0,9.0,3.0,Low,7.0,7.0,1.0,7.0,No
838,30.0,Travel_Rarely,438.0000000000001,Research & Development,18.0,Bachelor,Life Sciences,1.0,Low,Female,75.0,High,1.0,Research Scientist,High,Single,2632.0,23910.0,1.0,Y,No,14.0,Excellent,High,80.0,0.0,5.0,4.0,Good,5.0,4.0,0.0,4.0,No
839,28.0,Travel_Frequently,773.0,Research & Development,6.0,Bachelor,Life Sciences,1.0,High,Male,39.0,Good,1.0,Research Scientist,High,Divorced,2703.0,22088.0,1.0,Y,Yes,14.0,Excellent,Very High,80.0,1.0,3.0,2.0,Excellent,3.0,1.0,0.0,2.0,No
840,27.0,Travel_Rarely,798.0,Research & Development,6.0,Master,Medical,1.0,Low,Female,66.0,Good,1.0,Research Scientist,High,Divorced,2186.9999999999995,5012.999999999998,0.0,Y,No,12.0,Excellent,High,80.0,2.0,6.0,5.0,Good,5.0,3.0,0.0,3.0,No
841,46.0,Travel_Rarely,991.0,Human Resources,1.0,College,Life Sciences,1.0,Very High,Female,44.0,High,1.0,Human Resources,Low,Single,3423.0,22957.0,6.0,Y,No,12.0,Excellent,High,80.0,0.0,10.0,3.0,Outstanding,7.0,6.0,5.0,7.0,No
842,40.0,Non-Travel,1479.0,Sales,24.0,Bachelor,Life Sciences,1.0,Good,Female,100.0,Very High,4.0,Sales Executive,Good,Single,13194.0,17071.0,4.0,Y,Yes,16.0,Excellent,Very High,80.0,0.0,22.0,2.0,Good,1.0,0.0,0.0,0.0,Yes
843,55.0,Travel_Rarely,282.00000000000034,Research & Development,2.0,College,Medical,1.0,Very High,Female,58.0,Low,5.0,Manager,High,Married,19187.0,6991.999999999997,4.0,Y,No,14.0,Excellent,Very High,80.0,1.0,23.0,5.0,Excellent,19.0,9.0,9.0,11.0,No
844,26.0,Travel_Rarely,1349.0000000000002,Research & Development,23.0,Bachelor,Life Sciences,1.0,Low,Female,90.0,High,1.0,Research Scientist,Very High,Divorced,2886.0,3032.0,1.0,Y,No,22.0,Outstanding,Good,80.0,2.0,3.0,3.0,Low,3.0,2.0,0.0,2.0,No
845,35.0,Travel_Frequently,636.0,Research & Development,4.0,Master,Other,1.0,Very High,Male,47.0,Good,1.0,Laboratory Technician,Very High,Married,2376.0,26537.0,1.0,Y,No,13.0,Excellent,Good,80.0,1.0,2.0,2.0,Outstanding,2.0,2.0,2.0,2.0,No
846,42.0,Travel_Rarely,622.0,Research & Development,2.0,Master,Life Sciences,1.0,High,Female,81.0,High,2.0,Healthcare Representative,Very High,Married,4089.0,5718.0,1.0,Y,No,13.0,Excellent,Good,80.0,2.0,10.0,4.0,Excellent,10.0,2.0,2.0,2.0,No
847,40.0,Travel_Rarely,107.0,Sales,10.0,Bachelor,Technical Degree,1.0,Good,Female,84.0,Good,2.0,Sales Executive,Good,Divorced,6851.999999999999,11590.999999999996,7.0,Y,No,12.0,Excellent,Good,80.0,1.0,7.0,2.0,Outstanding,5.0,1.0,1.0,3.0,No
848,19.0,Travel_Rarely,1181.0,Research & Development,3.0,Below College,Medical,1.0,Good,Female,79.0,High,1.0,Laboratory Technician,Good,Single,1482.9999999999995,16102.0,1.0,Y,No,14.0,Excellent,Very High,80.0,0.0,1.0,3.0,Excellent,1.0,0.0,0.0,0.0,No
849,39.0,Non-Travel,592.0,Research & Development,2.0,Bachelor,Life Sciences,1.0,Low,Female,54.0,Good,1.0,Laboratory Technician,Low,Single,3645.999999999999,17181.0,2.0,Y,Yes,23.0,Outstanding,Good,80.0,0.0,11.0,2.0,Outstanding,1.0,0.0,0.0,0.0,Yes
850,49.0,Travel_Rarely,1490.0,Research & Development,7.0,Master,Life Sciences,1.0,High,Male,35.0,High,3.0,Healthcare Representative,Good,Divorced,10466.0,20948.0,3.0,Y,No,14.0,Excellent,Good,80.0,2.0,29.0,3.0,Excellent,8.0,7.0,0.0,7.0,No
851,20.0,Travel_Rarely,959.0,Research & Development,1.0,Bachelor,Life Sciences,1.0,Very High,Female,83.0,Good,1.0,Research Scientist,Good,Single,2836.0,11757.0,1.0,Y,No,13.0,Excellent,Very High,80.0,0.0,1.0,0.0,Outstanding,1.0,0.0,0.0,0.0,No
852,32.0,Travel_Rarely,906.0,Sales,7.0,Bachelor,Life Sciences,1.0,Very High,Male,91.0,Good,2.0,Sales Executive,High,Married,5484.0,16985.0,1.0,Y,No,14.0,Excellent,High,80.0,1.0,13.0,3.0,Good,13.0,8.0,4.0,8.0,No
853,36.0,Non-Travel,635.0,Sales,10.0,Master,Medical,1.0,Good,Male,32.0,High,3.0,Sales Executive,Very High,Single,9980.0,15318.000000000002,1.0,Y,No,14.0,Excellent,Very High,80.0,0.0,10.0,3.0,Good,10.0,3.0,9.0,7.0,No
854,43.0,Travel_Frequently,394.0,Sales,26.0,College,Life Sciences,1.0,High,Male,92.0,High,4.0,Manager,Very High,Married,16958.999999999996,19494.0,1.0,Y,Yes,12.0,Excellent,Very High,80.0,2.0,25.0,3.0,Outstanding,25.0,12.0,4.0,12.0,No
855,26.0,Travel_Frequently,575.0,Research & Development,1.0,College,Life Sciences,1.0,Low,Female,71.0,Low,1.0,Laboratory Technician,Very High,Divorced,4364.0,5287.999999999996,3.0,Y,No,14.0,Excellent,Low,80.0,1.0,5.0,2.0,Excellent,2.0,2.0,2.0,0.0,No
856,27.0,Travel_Rarely,1420.0,Sales,2.0,Below College,Marketing,1.0,High,Male,85.0,High,1.0,Sales Representative,Low,Divorced,3041.0,16346.0,0.0,Y,No,11.0,Excellent,Good,80.0,1.0,5.0,3.0,Excellent,4.0,3.0,0.0,2.0,Yes
857,42.0,Travel_Frequently,1474.0,Research & Development,5.0,College,Other,1.0,Good,Male,97.0,High,1.0,Laboratory Technician,High,Married,2093.0,9260.0,4.0,Y,No,17.0,Excellent,Very High,80.0,1.0,8.0,4.0,Excellent,2.0,2.0,2.0,0.0,No
858,34.0,Travel_Rarely,1326.0,Sales,3.0,Bachelor,Other,1.0,Very High,Male,81.0,Low,2.0,Sales Executive,Low,Single,4759.0,15891.0,3.0,Y,No,18.0,Excellent,Very High,80.0,0.0,15.0,2.0,Excellent,13.0,9.0,3.0,12.0,No
859,55.0,Travel_Rarely,267.0,Sales,13.0,Master,Marketing,1.0,Low,Male,85.0,Very High,4.0,Sales Executive,High,Single,13695.0,9277.0,6.0,Y,Yes,17.0,Excellent,High,80.0,0.0,24.0,2.0,Good,19.0,7.0,3.0,8.0,Yes
860,42.0,Travel_Rarely,1265.0,Research & Development,3.0,Bachelor,Life Sciences,1.0,High,Female,95.0,Very High,2.0,Laboratory Technician,Very High,Married,5231.0,23726.000000000007,2.0,Y,Yes,13.0,Excellent,Good,80.0,1.0,17.0,1.0,Good,5.0,3.0,1.0,3.0,No
861,33.0,Travel_Frequently,970.0,Sales,7.0,Bachelor,Life Sciences,1.0,Very High,Female,30.0,High,2.0,Sales Executive,Good,Married,4302.0,13401.0,0.0,Y,No,17.0,Excellent,High,80.0,1.0,4.0,3.0,Excellent,3.0,2.0,0.0,2.0,No
862,30.0,Travel_Rarely,1358.0,Research & Development,24.0,Below College,Life Sciences,1.0,Very High,Male,67.0,High,1.0,Laboratory Technician,High,Divorced,2693.0,13335.0,1.0,Y,No,22.0,Outstanding,Good,80.0,1.0,1.0,2.0,Excellent,1.0,0.0,0.0,0.0,No
863,35.0,Travel_Rarely,982.0,Research & Development,1.0,Master,Medical,1.0,Very High,Male,58.0,Good,1.0,Laboratory Technician,High,Married,2258.0,16340.0,6.0,Y,No,12.0,Excellent,Good,80.0,1.0,10.0,2.0,Excellent,8.0,0.0,1.0,7.0,No
864,42.0,Travel_Rarely,647.0,Sales,4.0,Master,Marketing,1.0,Good,Male,45.0,High,2.0,Sales Executive,Low,Single,5155.0,2253.0,7.0,Y,No,13.0,Excellent,Very High,80.0,0.0,9.0,3.0,Outstanding,6.0,4.0,1.0,5.0,No
865,40.0,Travel_Frequently,1469.0,Research & Development,9.0,Master,Medical,1.0,Very High,Male,35.0,High,1.0,Research Scientist,Good,Divorced,3617.0,25063.000000000004,8.0,Y,Yes,14.0,Excellent,Very High,80.0,1.0,3.0,2.0,Excellent,1.0,1.0,0.0,0.0,No
866,34.0,Travel_Rarely,303.9999999999999,Sales,2.0,Bachelor,Other,1.0,Very High,Male,60.0,High,2.0,Sales Executive,Very High,Single,6274.0,18686.0,1.0,Y,No,22.0,Outstanding,High,80.0,0.0,6.0,5.0,Excellent,6.0,5.0,1.0,4.0,No
867,50.0,Travel_Rarely,1099.0,Research & Development,29.0,Master,Life Sciences,1.0,Good,Male,88.0,Good,4.0,Manager,High,Married,17046.0,9313.999999999996,0.0,Y,No,15.0,Excellent,Good,80.0,1.0,28.0,2.0,Excellent,27.0,10.0,15.0,7.0,No
868,45.0,Travel_Rarely,1316.0000000000002,Research & Development,29.0,Bachelor,Medical,1.0,High,Male,83.0,High,1.0,Research Scientist,Very High,Single,3452.0,9752.0,5.0,Y,No,13.0,Excellent,Good,80.0,0.0,9.0,2.0,Good,6.0,5.0,0.0,3.0,No
869,21.0,Travel_Rarely,155.9999999999999,Sales,12.0,Bachelor,Life Sciences,1.0,High,Female,90.0,Very High,1.0,Sales Representative,Good,Single,2716.0,25421.999999999996,1.0,Y,No,15.0,Excellent,Very High,80.0,0.0,1.0,0.0,Excellent,1.0,0.0,0.0,0.0,Yes
870,37.0,Travel_Rarely,1017.0,Research & Development,1.0,College,Medical,1.0,High,Female,83.0,Good,1.0,Research Scientist,Low,Married,3920.0,18697.0,2.0,Y,No,14.0,Excellent,Low,80.0,1.0,17.0,2.0,Good,3.0,1.0,0.0,2.0,No
871,33.0,Travel_Frequently,508.00000000000006,Sales,10.0,Bachelor,Marketing,1.0,Good,Male,46.0,Good,2.0,Sales Executive,Very High,Single,4682.0,4317.0,3.0,Y,No,14.0,Excellent,High,80.0,0.0,9.0,6.0,Good,7.0,7.0,0.0,1.0,No
872,47.0,Travel_Rarely,202.0,Research & Development,2.0,College,Other,1.0,High,Female,33.0,High,4.0,Manager,Very High,Married,16752.0,12982.0,1.0,Y,Yes,11.0,Excellent,High,80.0,1.0,26.0,3.0,Good,26.0,14.0,3.0,0.0,No
873,30.0,Travel_Frequently,447.99999999999994,Sales,12.0,Master,Life Sciences,1.0,Good,Male,74.0,Good,1.0,Sales Representative,Low,Married,2033.0,14469.999999999998,1.0,Y,No,18.0,Excellent,High,80.0,1.0,1.0,2.0,Outstanding,1.0,0.0,0.0,0.0,Yes
874,27.0,Travel_Rarely,607.9999999999998,Research & Development,1.0,College,Life Sciences,1.0,High,Female,68.0,High,3.0,Manufacturing Director,Low,Married,7412.0,6009.0,1.0,Y,No,11.0,Excellent,Very High,80.0,0.0,9.0,3.0,Excellent,9.0,7.0,0.0,7.0,No
875,50.0,Non-Travel,881.0,Research & Development,2.0,Master,Life Sciences,1.0,Low,Male,98.0,High,4.0,Manager,Low,Divorced,17923.999999999996,4544.0,1.0,Y,No,11.0,Excellent,Very High,80.0,1.0,31.0,3.0,Excellent,31.0,6.0,14.0,7.0,No
876,29.0,Travel_Rarely,805.0,Research & Development,1.0,College,Life Sciences,1.0,Good,Female,36.0,Good,1.0,Laboratory Technician,Low,Married,2319.0,6689.000000000001,1.0,Y,Yes,11.0,Excellent,Very High,80.0,1.0,1.0,1.0,Excellent,1.0,0.0,0.0,0.0,Yes
877,36.0,Travel_Rarely,329.0,Sales,16.0,Master,Marketing,1.0,High,Female,98.0,Good,2.0,Sales Executive,Low,Married,5646.999999999999,13494.0,4.0,Y,No,13.0,Excellent,Low,80.0,2.0,11.0,3.0,Good,3.0,2.0,0.0,2.0,No
878,45.0,Travel_Rarely,1339.0,Research & Development,7.0,Bachelor,Life Sciences,1.0,Good,Male,59.0,High,3.0,Research Scientist,Low,Divorced,9724.0,18787.0,2.0,Y,No,17.0,Excellent,High,80.0,1.0,25.0,2.0,Excellent,1.0,0.0,0.0,0.0,No
879,50.0,Travel_Frequently,561.9999999999998,Sales,8.0,College,Technical Degree,1.0,Good,Male,50.0,High,2.0,Sales Executive,High,Married,6796.000000000002,23452.0,3.0,Y,Yes,14.0,Excellent,Low,80.0,1.0,18.0,4.0,Excellent,4.0,3.0,1.0,3.0,Yes
880,33.0,Travel_Frequently,827.0,Research & Development,1.0,Master,Other,1.0,High,Female,84.0,Very High,2.0,Healthcare Representative,Good,Married,5488.0,20161.0,1.0,Y,Yes,13.0,Excellent,Low,80.0,1.0,6.0,2.0,Excellent,6.0,5.0,1.0,2.0,No
881,46.0,Travel_Rarely,150.0,Research & Development,2.0,Master,Technical Degree,1.0,Very High,Male,60.0,High,2.0,Manufacturing Director,Very High,Divorced,7379.0,17433.0,2.0,Y,No,11.0,Excellent,High,80.0,1.0,12.0,3.0,Good,6.0,3.0,1.0,4.0,No
882,54.0,Travel_Rarely,396.99999999999994,Human Resources,19.0,Master,Medical,1.0,High,Male,88.0,High,3.0,Human Resources,Good,Married,10725.0,6729.000000000004,2.0,Y,No,15.0,Excellent,High,80.0,1.0,16.0,1.0,Outstanding,9.0,7.0,7.0,1.0,No
883,47.0,Travel_Rarely,248.9999999999999,Sales,2.0,College,Marketing,1.0,High,Female,35.0,High,2.0,Sales Executive,Very High,Married,4537.0,17783.0,0.0,Y,Yes,22.0,Outstanding,Low,80.0,1.0,8.0,2.0,Excellent,7.0,6.0,7.0,7.0,No
884,33.0,Travel_Rarely,1216.0000000000002,Sales,8.0,Master,Marketing,1.0,High,Male,39.0,High,2.0,Sales Executive,High,Divorced,7104.0,20431.0,0.0,Y,No,12.0,Excellent,Very High,80.0,0.0,6.0,3.0,Excellent,5.0,0.0,1.0,2.0,No
885,35.0,Travel_Rarely,606.9999999999999,Research & Development,9.0,Bachelor,Life Sciences,1.0,Very High,Female,66.0,Good,3.0,Manufacturing Director,High,Married,10685.0,23457.0,1.0,Y,Yes,20.0,Outstanding,Good,80.0,1.0,17.0,2.0,Excellent,17.0,14.0,5.0,15.0,No
886,39.0,Non-Travel,438.99999999999994,Research & Development,9.0,Bachelor,Life Sciences,1.0,High,Male,70.0,High,2.0,Laboratory Technician,Good,Single,6782.000000000001,8770.0,9.0,Y,No,15.0,Excellent,High,80.0,0.0,9.0,2.0,Good,5.0,4.0,0.0,3.0,No
887,38.0,Travel_Rarely,688.0,Research & Development,23.0,Master,Life Sciences,1.0,Very High,Male,82.0,High,2.0,Healthcare Representative,Very High,Divorced,5745.0,18899.0,9.0,Y,No,14.0,Excellent,Good,80.0,1.0,10.0,2.0,Excellent,2.0,2.0,1.0,2.0,No
888,54.0,Travel_Rarely,1082.0,Sales,2.0,Master,Life Sciences,1.0,High,Female,41.0,Good,3.0,Sales Executive,High,Married,10686.0,8392.0,6.0,Y,No,11.0,Excellent,Good,80.0,1.0,13.0,4.0,Excellent,9.0,4.0,7.0,0.0,No
889,37.0,Travel_Rarely,1305.0000000000002,Research & Development,10.0,Master,Life Sciences,1.0,High,Male,49.0,High,2.0,Manufacturing Director,Good,Single,4197.0,21123.0,2.0,Y,Yes,12.0,Excellent,Very High,80.0,0.0,18.0,2.0,Good,1.0,0.0,0.0,1.0,No
890,20.0,Travel_Rarely,805.0,Research & Development,3.0,Bachelor,Life Sciences,1.0,Low,Male,87.0,Good,1.0,Laboratory Technician,High,Single,3033.0,12828.0,1.0,Y,No,12.0,Excellent,Low,80.0,0.0,2.0,2.0,Good,2.0,2.0,1.0,2.0,No
891,40.0,Travel_Frequently,720.0,Research & Development,16.0,Master,Medical,1.0,Low,Male,51.0,Good,2.0,Laboratory Technician,High,Single,5094.0,11983.0,6.0,Y,No,14.0,Excellent,Very High,80.0,0.0,10.0,6.0,Excellent,1.0,0.0,0.0,0.0,No
892,51.0,Travel_Frequently,237.0,Sales,9.0,Bachelor,Life Sciences,1.0,Very High,Male,83.0,High,5.0,Manager,Good,Divorced,19847.0,19196.0,4.0,Y,Yes,24.0,Outstanding,Low,80.0,1.0,31.0,5.0,Good,29.0,10.0,11.0,10.0,No
893,34.0,Travel_Frequently,658.0,Research & Development,7.0,Bachelor,Life Sciences,1.0,Low,Male,66.0,Low,2.0,Laboratory Technician,High,Single,6074.0,22887.0,1.0,Y,Yes,24.0,Outstanding,Very High,80.0,0.0,9.0,3.0,Excellent,9.0,7.0,0.0,6.0,Yes
894,34.0,Travel_Rarely,400.9999999999999,Research & Development,1.0,Bachelor,Life Sciences,1.0,Very High,Female,86.0,Good,1.0,Laboratory Technician,Good,Married,3294.0,3708.0,5.0,Y,No,17.0,Excellent,Low,80.0,1.0,7.0,2.0,Good,5.0,4.0,0.0,2.0,No
895,42.0,Travel_Rarely,319.0,Research & Development,24.0,Bachelor,Medical,1.0,Very High,Male,56.0,High,3.0,Manufacturing Director,Low,Married,7406.0,6950.000000000001,1.0,Y,Yes,21.0,Outstanding,Very High,80.0,1.0,10.0,5.0,Good,10.0,9.0,5.0,8.0,No
896,30.0,Non-Travel,990.0,Research & Development,7.0,Bachelor,Technical Degree,1.0,High,Male,64.0,High,1.0,Research Scientist,High,Divorced,1273.9999999999995,7152.0,1.0,Y,No,13.0,Excellent,Good,80.0,2.0,1.0,2.0,Good,1.0,0.0,0.0,0.0,No
897,50.0,Travel_Rarely,1452.0,Research & Development,11.0,Bachelor,Life Sciences,1.0,High,Female,53.0,High,5.0,Manager,Good,Single,19926.0,17053.0,3.0,Y,No,15.0,Excellent,Good,80.0,0.0,21.0,5.0,Excellent,5.0,4.0,4.0,4.0,No
898,31.0,Travel_Rarely,1082.0,Research & Development,1.0,Master,Medical,1.0,High,Male,87.0,High,1.0,Research Scientist,Good,Single,2501.0,18775.0,1.0,Y,No,17.0,Excellent,Good,80.0,0.0,1.0,4.0,Excellent,1.0,1.0,1.0,0.0,No
899,41.0,Travel_Frequently,1200.0,Research & Development,22.0,Bachelor,Life Sciences,1.0,Very High,Female,75.0,High,2.0,Research Scientist,Very High,Divorced,5467.0,13953.0,3.0,Y,Yes,14.0,Excellent,Low,80.0,2.0,12.0,4.0,Good,6.0,2.0,3.0,3.0,No
900,41.0,Travel_Frequently,857.0,Research & Development,10.0,Bachelor,Life Sciences,1.0,Very High,Male,91.0,Good,4.0,Manager,Low,Divorced,17180.999999999996,12888.0,4.0,Y,No,13.0,Excellent,Good,80.0,1.0,21.0,2.0,Good,7.0,6.0,7.0,7.0,No
901,52.0,Travel_Rarely,1053.0,Research & Development,1.0,College,Life Sciences,1.0,Very High,Male,70.0,High,4.0,Manager,Very High,Married,17098.999999999996,13829.0,2.0,Y,No,15.0,Excellent,Good,80.0,1.0,26.0,2.0,Good,9.0,8.0,7.0,8.0,No
902,40.0,Travel_Rarely,522.9999999999998,Research & Development,2.0,Bachelor,Life Sciences,1.0,High,Male,98.0,High,2.0,Research Scientist,Very High,Single,4661.0,22455.000000000004,1.0,Y,No,13.0,Excellent,High,80.0,0.0,9.0,4.0,Excellent,9.0,8.0,8.0,8.0,No
903,49.0,Travel_Frequently,636.0,Research & Development,10.0,Master,Life Sciences,1.0,High,Female,35.0,High,5.0,Research Director,Low,Single,18665.0,25594.0,9.0,Y,Yes,11.0,Excellent,Very High,80.0,0.0,22.0,4.0,Excellent,3.0,2.0,1.0,2.0,No
904,27.0,Travel_Rarely,205.0,Sales,10.0,Bachelor,Marketing,1.0,Very High,Female,98.0,Good,2.0,Sales Executive,Very High,Married,5769.0,7100.000000000001,1.0,Y,Yes,11.0,Excellent,Very High,80.0,0.0,6.0,3.0,Excellent,6.0,2.0,4.0,4.0,No
905,38.0,Travel_Rarely,371.00000000000017,Research & Development,2.0,Bachelor,Life Sciences,1.0,Very High,Male,45.0,High,1.0,Research Scientist,Very High,Single,3943.9999999999995,4306.0,5.0,Y,Yes,11.0,Excellent,High,80.0,0.0,6.0,3.0,Excellent,3.0,2.0,1.0,2.0,No
906,51.0,Travel_Frequently,541.0,Sales,2.0,Bachelor,Marketing,1.0,Good,Male,52.0,High,3.0,Sales Executive,Good,Married,10595.999999999996,15395.0,2.0,Y,No,11.0,Excellent,Good,80.0,0.0,14.0,5.0,Excellent,4.0,2.0,3.0,2.0,No
907,40.0,Travel_Rarely,896.0,Research & Development,2.0,Bachelor,Medical,1.0,High,Male,68.0,High,1.0,Research Scientist,High,Divorced,2345.0,8045.0,2.0,Y,No,14.0,Excellent,High,80.0,1.0,8.0,3.0,Outstanding,3.0,1.0,1.0,2.0,No
908,29.0,Travel_Rarely,1401.0,Research & Development,6.0,Below College,Medical,1.0,Good,Female,54.0,High,1.0,Laboratory Technician,Very High,Married,3131.0,26342.0,1.0,Y,No,13.0,Excellent,Low,80.0,1.0,10.0,5.0,Excellent,10.0,8.0,0.0,8.0,No
909,40.0,Travel_Rarely,658.0,Sales,10.0,Master,Marketing,1.0,Low,Male,67.0,Good,3.0,Sales Executive,Good,Divorced,9705.0,20652.0,2.0,Y,No,12.0,Excellent,Good,80.0,1.0,11.0,2.0,Good,1.0,0.0,0.0,0.0,No
910,30.0,Travel_Rarely,316.99999999999994,Research & Development,2.0,Bachelor,Life Sciences,1.0,High,Female,43.0,Low,2.0,Manufacturing Director,Very High,Single,6091.0,24793.0,2.0,Y,No,20.0,Outstanding,High,80.0,0.0,11.0,2.0,Excellent,5.0,4.0,0.0,2.0,No
911,29.0,Travel_Rarely,232.0,Research & Development,19.0,Bachelor,Technical Degree,1.0,Very High,Male,34.0,High,2.0,Manufacturing Director,Very High,Divorced,4261.999999999999,22645.0,4.0,Y,No,12.0,Excellent,Good,80.0,2.0,8.0,2.0,Outstanding,3.0,2.0,1.0,2.0,No
